OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.HOUR,OUTAGE.START.DATE,Week Day,Month Day,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION.MIN,OUTAGE.DURATION.HOUR,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND
50,2014,6,Wisconsin,WI,MRO,East North Central,0,normal,13,"Friday, June 27, 2014",6, June 27,1:21:00 PM,NA,NA,fuel supply emergency, Coal,NA,NA,NA,NA,NA,14.38,11.31,7.81,10.98,1706907,2012702,2037837,5757447,29.64694247,34.95823757,35.39480259,2631430,345907,5465,2982802,88.2201,11.5967,0.1832,46676,49091,0.950805647,1.9,4680,268742,1.741447187,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
51,2014,1,Wisconsin,WI,MRO,East North Central,-0.5,cold,0,"Wednesday, January 22, 2014",4, January 22,12:30:00 AM,"Wednesday, January 22, 2014",2:45:00 AM,intentional attack,vandalism,NA,135,2.25,NA,NA,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.15136791,32.4279276,30.42070449,2631430,345907,5465,2982802,88.2201,11.5967,0.1832,46676,49091,0.950805647,1.9,4680,268742,1.741447187,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
52,2005,11,Wisconsin,WI,RFC,East North Central,-0.5,cold,16,"Saturday, November 12, 2005",7, November 12,4:00:00 PM,"Monday, November 14, 2005",6:00:00 PM,severe weather,thunderstorm,NA,3000,50,10,48000,9.83,7.71,5.39,7.5,1650676,1739443,2008345,5398464,30.57677147,32.22107251,37.20215602,2526303,311844,7145,2845292,88.7889,10.96,0.2511,45266,48090,0.941276773,1.5,4656,251054,1.854581086,2.1,5546166,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
53,2013,8,Wisconsin,WI,MRO,East North Central,-0.3,normal,14,"Thursday, August 29, 2013",5, August 29,2:57:00 PM,"Thursday, August 29, 2013",3:29:00 PM,severe weather,NA,NA,32,0.533333333,15,7000,14.27,11.34,7.92,11.1,1976342,2183235,2131435,6291012,31.41532714,34.7040349,33.88063796,2619676,341657,4725,2966058,88.3218,11.5189,0.1593,45811,48396,0.946586495,0.4,5022,263089,1.908859739,2.1,5743653,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
54,2014,1,Wisconsin,WI,RFC,East North Central,-0.5,cold,0,"Friday, January 24, 2014",6, January 24,12:00:00 AM,"Wednesday, April 9, 2014",11:53:00 AM,fuel supply emergency, Coal,NA,108653,1810.883333,NA,NA,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.15136791,32.4279276,30.42070449,2631430,345907,5465,2982802,88.2201,11.5967,0.1832,46676,49091,0.950805647,1.9,4680,268742,1.741447187,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
55,2014,4,Wisconsin,WI,MRO,East North Central,-0.2,normal,14,"Thursday, April 3, 2014",5, April 3,2:45:00 PM,"Wednesday, April 9, 2014",11:53:00 AM,fuel supply emergency, Coal,NA,8468,141.1333333,NA,NA,13.52,10.69,7.38,10.39,1622026,1844599,1864263,5330888,30.42693825,34.60209631,34.97096544,2631430,345907,5465,2982802,88.2201,11.5967,0.1832,46676,49091,0.950805647,1.9,4680,268742,1.741447187,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
56,2003,7,Wisconsin,WI,RFC,East North Central,0.1,normal,6,"Friday, July 4, 2003",6, July 4,6:00:00 AM,"Friday, July 4, 2003",10:00:00 PM,severe weather,thunderstorm,NA,960,16,150,52000,8.9,7.2,5.05,6.96,2037308,1857203,2294260,6188772,32.91942246,30.00923285,37.07132853,2446109,301434,5704,2753247,88.8445,10.9483,0.2072,43553,45858,0.949736142,2.4,4616,238635,1.934334863,1.9,5479203,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
57,2014,1,Wisconsin,WI,MRO,East North Central,-0.5,cold,16,"Wednesday, January 29, 2014",4, January 29,4:00:00 PM,"Wednesday, January 29, 2014",4:44:00 PM,intentional attack,vandalism,NA,44,0.733333333,NA,NA,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.15136791,32.4279276,30.42070449,2631430,345907,5465,2982802,88.2201,11.5967,0.1832,46676,49091,0.950805647,1.9,4680,268742,1.741447187,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
58,2016,1,Wisconsin,WI,MRO,East North Central,2.2,warm,5,"Monday, January 4, 2016",2, January 4,5:15:00 AM,"Tuesday, January 5, 2016",8:00:00 AM,intentional attack,sabotage,NA,1605,26.75,0,0,13.77,10.71,7.5,10.79,2167342,2011093,1904765,6083211,35.6282562,33.05972783,31.31183515,2662284,349324,5537,3017146,88.2385,11.578,0.1835,48063,50660,0.948736676,1.4,4900,277464,1.765994868,1.9,5772917,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
59,2005,9,Wisconsin,WI,RFC,East North Central,0,normal,18,"Tuesday, September 13, 2005",3, September 13,6:30:00 PM,"Friday, September 16, 2005",8:00:00 PM,severe weather,storm,NA,4410,73.5,600,110000,9.97,7.99,5.57,7.69,1789121,1958936,2218494,5966551,29.98584945,32.83196607,37.18218448,2526303,311844,7145,2845292,88.7889,10.96,0.2511,45266,48090,0.941276773,1.5,4656,251054,1.854581086,2.1,5546166,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
60,2010,8,Wisconsin,WI,MRO,East North Central,-1.2,cold,15,"Thursday, August 12, 2010",5, August 12,3:42:00 PM,"Thursday, August 12, 2010",10:10:00 PM,public appeal,NA,NA,388,6.466666667,30,7600,12.95,10.19,7.18,10.17,2315414,2228648,2172944,6717006,34.4709235,33.17918727,32.34988922,2594698,338406,4496,2937600,88.3271,11.5198,0.1531,44296,47287,0.936747943,2.2,5026,252013,1.994341562,2.1,5690204,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
61,2010,10,Wisconsin,WI,MRO,East North Central,-1.5,cold,4,"Wednesday, October 27, 2010",4, October 27,4:00:00 AM,"Wednesday, October 27, 2010",12:00:00 PM,severe weather,heavy wind,NA,480,8,NA,63000,12.88,9.9,6.84,9.63,1536357,1850563,1965117,5352037,28.70602352,34.57679758,36.7171789,2594698,338406,4496,2937600,88.3271,11.5198,0.1531,44296,47287,0.936747943,2.2,5026,252013,1.994341562,2.1,5690204,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
62,2003,4,Wisconsin,WI,MRO,East North Central,0,normal,15,"Monday, April 28, 2003",2, April 28,3:41:00 PM,"Tuesday, April 29, 2003",12:00:00 PM,intentional attack,vandalism,NA,1219,20.31666667,0,0,8.79,7.15,4.73,6.65,1491193,1504236,2060297,5055727,29.49512503,29.75310969,40.7517455,2446109,301434,5704,2753247,88.8445,10.9483,0.2072,43553,45858,0.949736142,2.4,4616,238635,1.934334863,1.9,5479203,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
63,2014,1,Wisconsin,WI,MRO,East North Central,-0.5,cold,15,"Friday, January 24, 2014",6, January 24,3:30:00 PM,"Friday, January 24, 2014",5:00:00 PM,intentional attack,vandalism,NA,90,1.5,NA,NA,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.15136791,32.4279276,30.42070449,2631430,345907,5465,2982802,88.2201,11.5967,0.1832,46676,49091,0.950805647,1.9,4680,268742,1.741447187,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
64,2014,3,Wisconsin,WI,MRO,East North Central,-0.4,normal,9,"Tuesday, March 4, 2014",3, March 4,9:06:00 AM,"Monday, March 17, 2014",9:06:00 AM,fuel supply emergency, Coal,NA,18660,311,NA,NA,13.09,10.4,7.3,10.26,1935055,2011644,1945608,5892307,32.84036287,34.14017634,33.0194608,2631430,345907,5465,2982802,88.2201,11.5967,0.1832,46676,49091,0.950805647,1.9,4680,268742,1.741447187,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
65,2014,6,Wisconsin,WI,MRO,East North Central,0,normal,17,"Monday, June 30, 2014",2, June 30,5:55:00 PM,"Tuesday, July 1, 2014",2:53:00 AM,severe weather,thunderstorm,NA,538,8.966666667,424,120000,14.38,11.31,7.81,10.98,1706907,2012702,2037837,5757447,29.64694247,34.95823757,35.39480259,2631430,345907,5465,2982802,88.2201,11.5967,0.1832,46676,49091,0.950805647,1.9,4680,268742,1.741447187,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
66,2013,8,Wisconsin,WI,MRO,East North Central,-0.3,normal,7,"Wednesday, August 7, 2013",4, August 7,7:30:00 AM,"Wednesday, August 7, 2013",9:14:00 AM,fuel supply emergency, Natural Gas,NA,104,1.733333333,NA,NA,14.27,11.34,7.92,11.1,1976342,2183235,2131435,6291012,31.41532714,34.7040349,33.88063796,2619676,341657,4725,2966058,88.3218,11.5189,0.1593,45811,48396,0.946586495,0.4,5022,263089,1.908859739,2.1,5743653,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
67,2014,1,Wisconsin,WI,MRO,East North Central,-0.5,cold,13,"Wednesday, January 22, 2014",4, January 22,1:55:00 PM,"Wednesday, January 22, 2014",2:55:00 PM,intentional attack,vandalism,NA,60,1,NA,NA,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.15136791,32.4279276,30.42070449,2631430,345907,5465,2982802,88.2201,11.5967,0.1832,46676,49091,0.950805647,1.9,4680,268742,1.741447187,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
68,2013,8,Wisconsin,WI,MRO,East North Central,-0.3,normal,0,"Wednesday, August 7, 2013",4, August 7,12:15:00 AM,"Wednesday, August 7, 2013",9:27:00 PM,severe weather,thunderstorm,NA,1272,21.2,220,51160,14.27,11.34,7.92,11.1,1976342,2183235,2131435,6291012,31.41532714,34.7040349,33.88063796,2619676,341657,4725,2966058,88.3218,11.5189,0.1593,45811,48396,0.946586495,0.4,5022,263089,1.908859739,2.1,5743653,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
69,2014,1,Wisconsin,WI,MRO,East North Central,-0.5,cold,10,"Saturday, January 25, 2014",7, January 25,10:00:00 AM,"Saturday, January 25, 2014",11:00:00 AM,intentional attack,vandalism,NA,60,1,NA,NA,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.15136791,32.4279276,30.42070449,2631430,345907,5465,2982802,88.2201,11.5967,0.1832,46676,49091,0.950805647,1.9,4680,268742,1.741447187,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.68901918,17.31250763,3.049041163
70,2015,3,West Virginia,WV,RFC,Central,0.6,warm,16,"Sunday, March 22, 2015",1, March 22,4:25:00 PM,"Sunday, March 22, 2015",4:26:00 PM,intentional attack,vandalism,NA,1,0.016666667,24,NA,9.62,8.71,5.98,8.02,1124689,603337,1094142,2822167,39.85196482,21.37850099,38.76956963,861334,141681,11949,1014964,84.8635,13.9592,1.1773,36486,49844,0.732003852,0.4,1841,66661,2.761734747,0.7,1844128,48.72,15.52,1409.9,1326.4,40.6,2.66,0.9,99.20759389,0.792406108,0.792406108
71,2014,6,West Virginia,WV,RFC,Central,0,normal,21,"Tuesday, June 10, 2014",3, June 10,9:50:00 PM,"Wednesday, June 11, 2014",2:30:00 PM,severe weather,thunderstorm,NA,1000,16.66666667,NA,66383,9.57,7.85,5.98,7.65,835700,699274,1042281,2577255,32.42597259,27.13251114,40.44151626,862869,140698,12146,1015713,84.952,13.8521,1.1958,36337,49091,0.740196777,0.8,1891,67236,2.812481409,0.8,1848751,48.72,15.52,1409.9,1326.4,40.6,2.66,0.9,99.20759389,0.792406108,0.792406108
72,2012,10,West Virginia,WV,RFC,Central,0.3,normal,0,"Monday, October 29, 2012",2, October 29,12:00:00 AM,"Friday, November 9, 2012",11:59:00 PM,severe weather,hurricanes,Sandy,17339,288.9833333,NA,208000,10.18,8.7,6.26,8.1,751358,661754,1067754,2481277,30.28110122,26.66989619,43.03243854,865673,138687,12472,1016833,85.1342,13.6391,1.2266,35479,48156,0.736751391,-1.6,1968,65859,2.988202068,0.8,1856283,48.72,15.52,1409.9,1326.4,40.6,2.66,0.9,99.20759389,0.792406108,0.792406108
73,2012,6,West Virginia,WV,RFC,Central,-0.1,normal,18,"Friday, June 29, 2012",6, June 29,6:24:00 PM,"Friday, July 6, 2012",10:00:00 AM,severe weather,thunderstorm,NA,9576,159.6,700,265000,9.92,8.01,6.28,8,810469,685683,910745,2407180,33.66881579,28.48490765,37.83452006,865673,138687,12472,1016833,85.1342,13.6391,1.2266,35479,48156,0.736751391,-1.6,1968,65859,2.988202068,0.8,1856283,48.72,15.52,1409.9,1326.4,40.6,2.66,0.9,99.20759389,0.792406108,0.792406108
74,2011,5,Michigan,MI,RFC,East North Central,-0.4,normal,18,"Sunday, May 29, 2011",1, May 29,6:30:00 PM,"Tuesday, May 31, 2011",10:00:00 PM,severe weather,NA,NA,3090,51.5,250,113000,13.37,10.6,7.39,10.36,2378750,3136896,2664590,8180730,29.07747842,38.34493988,32.57154313,4249136,521322,12961,4783420,88.8305,10.8985,0.271,39953,47586,0.839595679,2.5,8716,394564,2.20902059,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
75,2005,9,Michigan,MI,ECAR,East North Central,0,normal,11,"Thursday, September 22, 2005",5, September 22,11:00:00 AM,"Monday, September 26, 2005",11:30:00 PM,severe weather,thunderstorm,NA,6510,108.5,366,53000,8.58,8.23,5.74,7.54,2953220,3352755,3005415,9311816,31.71475897,36.00538284,32.27528336,4284083,509964,13390,4807438,89.1136,10.6078,0.2785,43081,48090,0.895841131,1.3,7957,433012,1.837593415,3.7,10051137,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
76,2003,11,Michigan,MI,ECAR,East North Central,0.3,normal,17,"Wednesday, November 12, 2003",4, November 12,5:00:00 PM,"Sunday, November 16, 2003",6:00:00 PM,severe weather,heavy wind,NA,5820,97,82,245000,8.24,7.55,4.48,6.52,2476750,2729655,3460495,8667198,28.57613268,31.4940884,39.92634067,4216573,483168,14224,4713966,89.4485,10.2497,0.3017,42768,45858,0.932618082,1.7,8288,429436,1.929973267,3.8,10041152,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
77,2011,7,Michigan,MI,RFC,East North Central,-0.3,normal,12,"Thursday, July 21, 2011",5, July 21,12:32:00 PM,"Friday, July 22, 2011",6:30:00 AM,public appeal,NA,NA,1078,17.96666667,8881,NA,13.93,10.5,7.67,11.04,4008491,4032132,2805315,10846247,36.95740103,37.17536582,25.86438424,4249136,521322,12961,4783420,88.8305,10.8985,0.271,39953,47586,0.839595679,2.5,8716,394564,2.20902059,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
78,2016,2,Michigan,MI,RFC,East North Central,2,warm,22,"Friday, February 19, 2016",6, February 19,10:00:00 PM,"Saturday, February 20, 2016",11:13:00 PM,severe weather,NA,NA,1513,25.21666667,NA,145314,14.88,10.59,6.69,10.88,2682579,2964636,2366049,8013690,33.47495349,36.99464292,29.52508769,4311008,538677,6191,4855877,88.7792,11.0933,0.1275,43330,50660,0.855309909,2.6,8303,430412,1.929081903,3.8,9933445,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
79,2007,7,Michigan,MI,RFC,East North Central,-0.4,normal,15,"Thursday, July 19, 2007",5, July 19,3:00:00 PM,"Sunday, July 22, 2007",11:30:00 PM,severe weather,storm,NA,4830,80.5,NA,60000,10.46,8.76,6.66,8.76,3492883,3669540,2839318,10002112,34.92145459,36.68765157,28.38718463,4298455,518058,13227,4829741,88.9997,10.7264,0.2739,42036,49126,0.855677238,-0.9,8589,420411,2.043000778,3.8,10001284,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
80,2003,8,Michigan,MI,ECAR,East North Central,0.2,normal,16,"Thursday, August 14, 2003",5, August 14,4:09:00 PM,"Saturday, August 16, 2003",7:00:00 PM,system operability disruption,NA,NA,3051,50.85,11000,2100000,8.7,7.49,5.31,7.18,3434085,3324140,3327539,10086037,34.04791198,32.95784063,32.99154068,4216573,483168,14224,4713966,89.4485,10.2497,0.3017,42768,45858,0.932618082,1.7,8288,429436,1.929973267,3.8,10041152,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
81,2003,4,Michigan,MI,ECAR,East North Central,0,normal,19,"Thursday, April 3, 2003",5, April 3,7:00:00 PM,"Sunday, April 6, 2003",5:00:00 PM,severe weather,winter storm,NA,4200,70,300,425000,8.19,7.52,4.64,6.52,2318668,2654222,3477639,8450792,27.43728635,31.40796744,41.15163407,4216573,483168,14224,4713966,89.4485,10.2497,0.3017,42768,45858,0.932618082,1.7,8288,429436,1.929973267,3.8,10041152,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
82,2011,5,Michigan,MI,RFC,East North Central,-0.4,normal,3,"Tuesday, May 10, 2011",3, May 10,3:25:00 AM,"Wednesday, May 11, 2011",2:10:00 PM,system operability disruption,NA,NA,2085,34.75,585,78213,13.37,10.6,7.39,10.36,2378750,3136896,2664590,8180730,29.07747842,38.34493988,32.57154313,4249136,521322,12961,4783420,88.8305,10.8985,0.271,39953,47586,0.839595679,2.5,8716,394564,2.20902059,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
83,2010,6,Michigan,MI,RFC,East North Central,-0.4,normal,20,"Friday, June 18, 2010",6, June 18,8:00:00 PM,"Tuesday, June 22, 2010",7:30:00 PM,severe weather,NA,NA,5730,95.5,NA,150000,12.91,10.29,7.3,10.25,2982067,3176045,2749008,8907617,33.47771913,35.65538348,30.8613179,4245158,520233,12827,4778219,88.8439,10.8876,0.2684,38985,47287,0.824433777,5.4,8524,385039,2.213801719,3.7,9877369,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
84,2014,4,Michigan,MI,RFC,East North Central,-0.2,normal,20,"Saturday, April 12, 2014",7, April 12,8:00:00 PM,"Tuesday, April 15, 2014",7:30:00 PM,severe weather,NA,NA,4290,71.5,NA,164000,14.59,10.91,7.37,10.84,2355971,2843318,2600083,7799973,30.20486097,36.45292105,33.33451282,4273126,522422,13289,4808839,88.8598,10.8638,0.2763,41695,49091,0.84934102,1.4,8205,413188,1.985778871,3.7,9916306,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
85,2012,3,Michigan,MI,RFC,East North Central,-0.4,normal,21,"Friday, March 2, 2012",6, March 2,9:00:00 PM,"Sunday, March 4, 2012",5:30:00 PM,severe weather,winter storm,NA,2670,44.5,50,140000,13.63,10.7,7.34,10.56,2608727,3016955,2611453,8237896,31.6673942,36.62288283,31.70048517,4250620,521091,13074,4784786,88.8362,10.8906,0.2732,40537,48156,0.841785032,1.5,8323,400697,2.0771306,3.6,9886879,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
86,2009,4,Michigan,MI,RFC,East North Central,-0.1,normal,1,"Monday, April 6, 2009",2, April 6,1:00:00 AM,"Wednesday, April 8, 2009",12:00:00 PM,severe weather,winter storm,NA,3540,59,75,70793,10.67,8.46,6.54,8.6,2393748,2849257,2201667,7445186,32.1516212,38.26978936,29.57168565,4253786,520551,13065,4787403,88.8537,10.8733,0.2729,37004,46680,0.792716367,-7.7,7769,366401,2.120354475,3.7,9901591,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
87,2007,12,Michigan,MI,RFC,East North Central,-1.3,cold,5,"Sunday, December 23, 2007",1, December 23,5:30:00 AM,"Tuesday, December 25, 2007",6:07:00 PM,severe weather,winter storm,NA,3637,60.61666667,50,134288,10.03,8.64,6.01,8.38,3223427,3191482,2586269,9001598,35.80949738,35.45461595,28.73122083,4298455,518058,13227,4829741,88.9997,10.7264,0.2739,42036,49126,0.855677238,-0.9,8589,420411,2.043000778,3.8,10001284,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
88,2015,11,Michigan,MI,RFC,East North Central,2.2,warm,20,"Saturday, November 21, 2015",7, November 21,8:30:00 PM,"Monday, November 23, 2015",1:00:00 AM,severe weather,NA,NA,1710,28.5,NA,60000,14.68,10.55,6.92,10.72,2424980,2961865,2392081,7779271,31.17232964,38.0738118,30.74942369,4282858,532858,6041,4821758,88.8236,11.0511,0.1253,42226,49844,0.847163149,1.3,7532,422454,1.78291601,3.6,9922576,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
89,2007,7,Michigan,MI,RFC,East North Central,-0.4,normal,19,"Thursday, July 5, 2007",5, July 5,7:00:00 PM,"Sunday, July 8, 2007",7:00:00 PM,severe weather,storm,NA,4320,72,NA,69000,10.46,8.76,6.66,8.76,3492883,3669540,2839318,10002112,34.92145459,36.68765157,28.38718463,4298455,518058,13227,4829741,88.9997,10.7264,0.2739,42036,49126,0.855677238,-0.9,8589,420411,2.043000778,3.8,10001284,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
90,2009,10,Michigan,MI,RFC,East North Central,0.9,warm,5,"Wednesday, October 7, 2009",4, October 7,5:45:00 AM,"Friday, October 9, 2009",11:00:00 PM,severe weather,storm,NA,3915,65.25,NA,75000,12.32,9.01,6.81,9.32,2415296,3167098,2503599,8086396,29.86863369,39.16575443,30.9606282,4253786,520551,13065,4787403,88.8537,10.8733,0.2729,37004,46680,0.792716367,-7.7,7769,366401,2.120354475,3.7,9901591,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
91,2005,6,Michigan,MI,ECAR,East North Central,0.2,normal,14,"Sunday, June 5, 2005",1, June 5,2:00:00 PM,"Tuesday, June 7, 2005",6:00:00 PM,severe weather,thunderstorm,NA,3120,52,55,105000,8.73,7.79,5.61,7.47,3332574,3782662,2919573,10034838,33.21004285,37.69529712,29.09437103,4284083,509964,13390,4807438,89.1136,10.6078,0.2785,43081,48090,0.895841131,1.3,7957,433012,1.837593415,3.7,10051137,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
92,2009,6,Michigan,MI,RFC,East North Central,0.4,normal,15,"Thursday, June 25, 2009",5, June 25,3:30:00 PM,"Sunday, June 28, 2009",8:00:00 PM,severe weather,wind/rain,NA,4590,76.5,NA,118000,12.42,9.65,7.45,9.89,2535829,3275140,2306472,8117814,31.23783078,40.34509783,28.41247656,4253786,520551,13065,4787403,88.8537,10.8733,0.2729,37004,46680,0.792716367,-7.7,7769,366401,2.120354475,3.7,9901591,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
93,2005,6,Michigan,MI,ECAR,East North Central,0.2,normal,14,"Sunday, June 5, 2005",1, June 5,2:00:00 PM,"Friday, June 10, 2005",7:30:00 PM,severe weather,thunderstorm,NA,7530,125.5,1826,201580,8.73,7.79,5.61,7.47,3332574,3782662,2919573,10034838,33.21004285,37.69529712,29.09437103,4284083,509964,13390,4807438,89.1136,10.6078,0.2785,43081,48090,0.895841131,1.3,7957,433012,1.837593415,3.7,10051137,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
94,2013,11,Michigan,MI,RFC,East North Central,-0.3,normal,7,"Sunday, November 17, 2013",1, November 17,7:00:00 AM,"Wednesday, November 20, 2013",6:54:00 PM,severe weather,snow/ice storm,NA,5034,83.9,NA,325325,14.59,10.88,7.32,10.93,2605678,2930934,2596980,8134221,32.03352847,36.03214125,31.92659752,4265264,520327,13419,4799011,88.878,10.8424,0.2796,41117,48396,0.849595008,1.4,8250,406985,2.027101736,3.6,9900506,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
95,2005,11,Michigan,MI,ECAR,East North Central,-0.5,cold,7,"Sunday, November 6, 2005",1, November 6,7:30:00 AM,"Friday, November 11, 2005",11:30:00 PM,severe weather,thunderstorm,NA,8160,136,212,118000,8.21,8.07,5.39,7.22,2433426,3148416,2795999,8378192,29.04476288,37.57870433,33.37234334,4284083,509964,13390,4807438,89.1136,10.6078,0.2785,43081,48090,0.895841131,1.3,7957,433012,1.837593415,3.7,10051137,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.45999545,41.54000455,2.06898691
